text	label
when did i last bring my car in to have it looked at	last_maintenance
find the date of the last oil swap for my car	last_maintenance
what was the date when i last had my car inspected	last_maintenance
how long's it been since my car was at autozone	last_maintenance
what's the amount of time since having my car given a once over by a mechanic	last_maintenance
when did i last have my vehicle checked on	last_maintenance
when did i last bring my car in to get looked over	last_maintenance
what date did i last take my car in	last_maintenance
how long's it been since i had my car serviced	last_maintenance
when was the last time i changed my oil	last_maintenance
when did i last have a mechanic check out my car	last_maintenance
when did i last service my car with an oil change	last_maintenance
what was the last time i had my car at the dealer for repairs	last_maintenance
when did i last have my car fixed	last_maintenance
what day did i last have a technician check out my vehicle	last_maintenance
when did i last have my vehicle serviced	last_maintenance
my car was looked at when	last_maintenance
let me know when my car was last looked at	last_maintenance
when did my car get looked at last	last_maintenance
tell me when someone looked at my car last	last_maintenance
what date did i have my oil changed last	last_maintenance
what day did i change my oil	last_maintenance
do you remember when i last changed my oil	last_maintenance
was my last oil change on wednesday	last_maintenance
when was the last time i had an oil change	last_maintenance
how long ago was my car last in the shop	last_maintenance
when was the last time i got my oil changed	last_maintenance
do you have a date for the last time the car was in the shop	last_maintenance
what date was my car last at the mechanics	last_maintenance
how long has it been since my oil was changed	last_maintenance
how long has it been since my car was in the shop	last_maintenance
when did i get my last oil change	last_maintenance
what date was my oil last changed	last_maintenance
do you remember my last oil change	last_maintenance
when was my car in the shop last	last_maintenance
when did i last have car maintenance	last_maintenance
when was my last maintenance on my car in the shop	last_maintenance
when was my car last repaired	last_maintenance
when did my oil last get changed	last_maintenance
when were my tires changed	last_maintenance
when was my car last worked on	last_maintenance
i can't remember when my car last went to the shop, can you find out for me	last_maintenance
find out when my most recent oil change occurred	last_maintenance
check to see when my car was last in the shop	last_maintenance
when was my most recent oil change	last_maintenance
i need to know the date of my car's last visit to the shop please	last_maintenance
look up the date of my car's most recent visit to the shop	last_maintenance
i need to know when i last took my car in for a check up	last_maintenance
please tell me when the last time was that my car was in the shop	last_maintenance
look up the date of my last oil change	last_maintenance
i need you to look up the date of my car's last visit to the shop	last_maintenance
find out the last time i had my car checked	last_maintenance
do you know when my car was last looked at	last_maintenance
do you know when i last took my car in to the shop	last_maintenance
i can't remember when my car was last serviced, can you find out for me	last_maintenance
find out how long it has been since my car was last in the shop	last_maintenance
please tell me the last time i took my car to the shop	last_maintenance
how long has it been since my car was last looked at	last_maintenance
tell me the date of my last car check up	last_maintenance
i need to know when my oil was last changed	last_maintenance
dates for my car in the shop	last_maintenance
last time car was in shop	last_maintenance
last incident of my car in the shop	last_maintenance
when was my car in the shop	last_maintenance
when did my car get serviced last	last_maintenance
how long has it been since my car was looked at	last_maintenance
how long ago did my car get looked at	last_maintenance
what was the date of my last auto appointment	last_maintenance
when was my last car service date	last_maintenance
when did i take to car to the auto shop	last_maintenance
when did i have my car looked at	last_maintenance
when did i last get my car tuned up	last_maintenance
when did i go to the mechanic	last_maintenance
when did i take my car to the mechanic	last_maintenance
do you know how long its been since i had my oil changed and a tune up	last_maintenance
when did last go to the auto repair shop	last_maintenance
i need to know when was the last time i had my car checked out for a tune up	last_maintenance
tell me the last time i had my car checked out at sam's repair shop	last_maintenance
when did i take my car to paul's auto last	last_maintenance
when was the last time my car was in the shop	last_maintenance
tell me when was car in shop	last_maintenance
so when was car in shop	last_maintenance
when was the car in the shop	last_maintenance
you need to tell me when was car in shop	last_maintenance
i need to know when i last carried my car to the shop	last_maintenance
what's the date on which my last oil change occurred	last_maintenance
what is the last date of service on my car	last_maintenance
can you remind me of when i last had an oil change	last_maintenance
please find the date of my last oil change	last_maintenance
search and tell me when my most recent oil change happened, please	last_maintenance
when did i most recently have my car in the shop	last_maintenance
i last took my car to the shop, when	last_maintenance
i need to know when it was that i last took my car to have the oil changed	last_maintenance
how long has it been since my car was last in the shop	last_maintenance
check my calendar for the date that my care was last serviced	last_maintenance
how long has it been since my last auto maintenance	last_maintenance
can you call mom	make_call
phone sarah	make_call
please make a phone call to christopher	make_call
x is who i need to call	make_call
call dave	make_call
can you make a phone call to mark	make_call
can you call someone	make_call
call robby for me	make_call
please do me a favor and call brother mario	make_call
dial someone's phone number	make_call
can you make a phone call to kevin	make_call
i need to talk to someone on the phone	make_call
phone christie	make_call
i should call ruthie	make_call
dial x's phone please	make_call
can you call russell	make_call
call my best friend	make_call
can you make a phone call to dave	make_call
i have to call jane	make_call
call someone	make_call
connect me to bob	make_call
get a hold of sue	make_call
i want you to call bella	make_call
can you call my mom	make_call
can you call a taxi	make_call
please dial david now	make_call
i want to make a call to uncle	make_call
bella needs to be called	make_call
please phone lizzy	make_call
use my phone to dial work	make_call
call christie's work number	make_call
would you give jenny a call	make_call
call bob for me	make_call
initiate a phone call with receptionist	make_call
call someone for me	make_call
can you please call nata	make_call
can a phone call be made to maria	make_call
call sarah	make_call
call friend	make_call
can you make a phone call to randy	make_call
ring steven	make_call
i am going to call the landlord	make_call
i must call roderick	make_call
immediately call tom	make_call
i need you to call michael at home	make_call
i must call dr smith	make_call
please dial x's phone number	make_call
phone steven	make_call
call mymother	make_call
dial x's number	make_call
what kind of gasoline can this car take	gas_type
is there a certain type of gas i need to use	gas_type
i need to know what kind of gas i can use on this car	gas_type
is any type of gas ok on this car	gas_type
is there a certain type of gas i need to use for this car	gas_type
i want to know the type of gasoline for this car	gas_type
tell me the gas type for that car	gas_type
tell me what type of gas this car uses	gas_type
tell me what kind of gas this car uses	gas_type
what type of fuel does my car need	gas_type
what type of gas does the car use	gas_type
what type of fuel do i need to use to fill the car up with	gas_type
what type of gas do i need to use in this car	gas_type
what type of gas does this car need	gas_type
what kind of fuel do i need	gas_type
what kind of gas will i need to put in this car	gas_type
i need to know what kind of fuel this car needs	gas_type
what kind of gas should i use to fill the car	gas_type
what kind of petrol goes in the tank	gas_type
can i use any fuel in my car	gas_type
what kind of fuel should i use to fill the car	gas_type
tell me what type of fuel i need to use for this car	gas_type
what fuel do i need for my car	gas_type
what kind of gas should i put in this car	gas_type
what gas do i need to fill the car up with	gas_type
does my car need specific fuel	gas_type
which type of gas do i need to put in my car	gas_type
what sort of gas does the car need	gas_type
tell me what cas is needed for this car	gas_type
i need to know what kind of gas to put in this car	gas_type
i would like to know the kind of gas that this car uses	gas_type
tell me the gas i need to fill this car up with	gas_type
what gas does the car need	gas_type
what gas does that car currently use	gas_type
what gas does the car use	gas_type
i wanna know the gas i need to fill this car up with	gas_type
what kind of gas does my car currently need	gas_type
what gas is needed for the car	gas_type
i wanna know the gad i need to fill this car up with	gas_type
please inform me the gas i need to fill this car up with	gas_type
what gas does my car use	gas_type
so what kind of gas does my car need	gas_type
i wish to know the gas i need to fill this car up with	gas_type
what type of gas does my car use	gas_type
what kind of gas does my car use	gas_type
what type of gas am i allowed to put in this car	gas_type
what kind of gas should go in this car	gas_type
what kind of gas goes in this car	gas_type
what type of gas does this car take	gas_type
what kind of gas does my vehicle take	gas_type
what sort of fuel does this car take	gas_type
what type of fuel is used for this vehicle	gas_type
what sort of fuel should i use for this car	gas_type
tell me the kind of fuel that my vehicle operates on	gas_type
what kind of fuel does my vehicle run on	gas_type
what sort of gas should i get for my car	gas_type
tell me the right kind of gas for this car	gas_type
look up the kind of fuel i use in my car	gas_type
what sort of fuel do i need for my car	gas_type
can you check what fuel type to use with this car	gas_type
what kind of gas does this car take	gas_type
look up the type of gas needed for this vehicle	gas_type
tell me the fuel type used by my car	gas_type
what kind of gas is needed for this car	gas_type
does it matter what kind of gas i fill up my car with	gas_type
should i use premium gas with this car	gas_type
will using a different type of gas matter for this car	gas_type
will this car run on the cheaper gas	gas_type
can i put normal unleaded in this car	gas_type
is unleaded ok or should i use premium	gas_type
what percentage gas do i need	gas_type
what kind of gas does this car use	gas_type
what type of fuel should i use in my car	gas_type
which fuel does my car take	gas_type
what kind of fuel goes in my engine	gas_type
does this car take regular gas	gas_type
tell me the gasoline type for this car	gas_type
what type of gas do i need to put in this car	gas_type
what type of gas do i need for this car	gas_type
does this care use premium gas	gas_type
is regular gas ok or does this car need something else	gas_type
which gas grade does this car take	gas_type
which gas type does this car take	gas_type
what's the correct fuel type for my car	gas_type
does this car need high octane gas	gas_type
does this take regular unleaded	gas_type
is there a minimum gas grade this car needs	gas_type
tell me the fuel my car takes	gas_type
my car uses what type of fuel	gas_type
tell me the type of fuel my car takes	gas_type
tell me what type of fuel my car uses	gas_type
what type of fuel does my car use	gas_type
what kind of gas do i put in my car	gas_type
what gasoline do i need to buy	gas_type
what kind of gas does my car take	gas_type
what kind of gas does this car need	gas_type
what kind of gas should i put into this car	gas_type
what gas does this car need	gas_type
what gas should i fill it up with	gas_type
what do i need to gas up this car	gas_type
can you cancel my reservation for dinner tomorrow	cancel_reservation
please cancel the reservation at zephers for joe and myself right now	cancel_reservation
please delete the reservation for 3 people at outback	cancel_reservation
hello, i need to cancel tonight's reservation for dinner	cancel_reservation
change my reservation with carl at umami to canceled	cancel_reservation
please cancel my reservation	cancel_reservation
i need to cancel my reservations	cancel_reservation
i don't need my reservation, cancel it	cancel_reservation
the reservation i placed is not needed anymore	cancel_reservation
go ahead and cancel the reservation i made for 6:00 pm at parc	cancel_reservation
cancel my reservations for joe's at zepher right now	cancel_reservation
please cancel my dinner reservation	cancel_reservation
i need you to cancel my reservation for smith's at 6:15	cancel_reservation
abandon the dinner reservation i made	cancel_reservation
i don't need my reservation, can you cancel it	cancel_reservation
can i cancel my reservation for 4 at red robin	cancel_reservation
cancel the dinner reservation i made, okay	cancel_reservation
please cancel the table for two at burger king	cancel_reservation
cancel my reservation for 6 pm at sidetracks	cancel_reservation
please cancel my reservation for chris at brio	cancel_reservation
i'll have to cancel my reservation for tonight	cancel_reservation
can you cancel my reservation on tuesday for chris at stella maris	cancel_reservation
cancel my reservation for dinner	cancel_reservation
tell the restaurant i cannot make it	cancel_reservation
something's come up so i need to cancel my reservation so now	cancel_reservation
can i cancel my reservations	cancel_reservation
cancel my party reservation for brad at longhorn	cancel_reservation
cancel tonight's dinner reservation	cancel_reservation
remove my reservation at outback for timmy	cancel_reservation
the reservation i have isn't needed any more	cancel_reservation
annul the reservation i created	cancel_reservation
the reservation i made is not required anymore	cancel_reservation
joe and i are to cancel the reservation at zephers now	cancel_reservation
cancel the reservation i made for 8 pm at black rock	cancel_reservation
cancel my reservation for dinner, please	cancel_reservation
i need to put in a cancellation for the dinner plans tonight	cancel_reservation
can you cancel the reservation for kyle's party at red lobster	cancel_reservation
call off the dinner reservation	cancel_reservation
there is no need to confirm my reservation	cancel_reservation
i have a reservation at pizza hut under the name leia roberts and i want to cancel it	cancel_reservation
please cancel my 7:30 reservation for morton's	cancel_reservation
just trash the reservation i made please	cancel_reservation
get rid of my 4 pm reservation at the steakhouse please	cancel_reservation
cancel the reservation at olive garden for tommy	cancel_reservation
go ahead and close the reservation	cancel_reservation
cancel my reservation with carl at umami	cancel_reservation
i made a reservation under mark hamil at the emporium that i don't need any more	cancel_reservation
get rid of my 2 pm reservation at ruth's steakhouse	cancel_reservation
i want to cancel my reservation for 5 at red robin	cancel_reservation
cancel the reservation for joe and i right now for the zephers reservation we had booked	cancel_reservation
we have a table at the taco bell under bowie we need to release	cancel_reservation
please cancel my reservation for dinner	cancel_reservation
i won't require my reservation anymore	cancel_reservation
can you cancel my reservation tonight for chris at smith and wollensky	cancel_reservation
i'd like to cancel the party of 7 we reserved at the olive garden	cancel_reservation
i want to cancel the reservation for mercury at the ritz	cancel_reservation
make sure my reservation at umami with carl is canceled	cancel_reservation
scrap that dinner reservation	cancel_reservation
get rid of my reservation at chez francois for jennifer	cancel_reservation
i no longer need the reservation for 20 at ihop	cancel_reservation
can you cancel my dinner reservation	cancel_reservation
cancel my reservation for chris at jp field's	cancel_reservation
can i cancel my reservations please	cancel_reservation
i made a reservation for chris at tony's, please cancel it	cancel_reservation
could you please cancel my reservation for 5 at red robin	cancel_reservation
end my reservation with carl at umami	cancel_reservation
cancel my dinner reservation please	cancel_reservation
please cancel the table i had reserved for tonight	cancel_reservation
repeal the dinner reservation	cancel_reservation
because of circumstances i don't need my reservation anymore	cancel_reservation
please unreserve that table	cancel_reservation
call the restaurant and cancel my reservation	cancel_reservation
cancel my 6:00 reservation at the cheesecake factory	cancel_reservation
the reservation i created is not necessary anymore	cancel_reservation
would you please cancel the reservations for dinner	cancel_reservation
i need to schedule a meeting	schedule_meeting
is there an open meeting room between 2 and 4	schedule_meeting
can you schedule a meeting with jessica at the office, please	schedule_meeting
can you schedule a meeting with john for 12	schedule_meeting
are there meeting rooms available between 4-8	schedule_meeting
at noon, schedule a meeting with saul	schedule_meeting
i want to know if there are meeting rooms available between 9:00 am and 11:00 am	schedule_meeting
what is the availability of meeting rooms during the afternoon	schedule_meeting
can you schedule a meeting for me	schedule_meeting
i want to find out how do i schedule a meeting	schedule_meeting
book me a meeting room for 12pm on february 28th	schedule_meeting
a meeting needs to be schedule and i need to know how	schedule_meeting
how can i create a meeting	schedule_meeting
would you be able to help me with a meeting room on wednesday at 3pm	schedule_meeting
can i book a meeting room from 2:00 pm to 3:00 pm	schedule_meeting
i have to meet with sam at 9:00am in two days	schedule_meeting
can see you see if there are meeting rooms available between 9:00 am and 11:00 am	schedule_meeting
do you know how do i schedule a meeting	schedule_meeting
during afternoon is there a meeting room to use	schedule_meeting
i need you to schedule a meeting with carrie and lisa	schedule_meeting
how can you schedule a meeting for me	schedule_meeting
can you schedule a meeting with damon for 1	schedule_meeting
schedule a meeting with tom for 6pm	schedule_meeting
are there meeting rooms available between 11-12	schedule_meeting
are there any meeting rooms free from 10:00 am until 10:30 am	schedule_meeting
schedule a meeting room for friday at 3pm	schedule_meeting
check if meeting rooms are free from 6 to 7	schedule_meeting
what is your availability for conference rooms between one and two today	schedule_meeting
can you put in a meeting for the blue room on friday	schedule_meeting
can you sign me up for a meeting in the blue room on friday	schedule_meeting
are there meeting rooms available between 7-9	schedule_meeting
can you schedule a meeting with george for 4	schedule_meeting
put a meeting on my schedule with pam for 3:00pm on february 11th	schedule_meeting
can you schedule a meeting at 10 am tomorrow with john smith	schedule_meeting
meeting room availability from 8:00 please	schedule_meeting
are there meeting rooms available between 10-11	schedule_meeting
are there any meetings room available between 8:00 and 9:00 am	schedule_meeting
how is a meeting scheduled	schedule_meeting
i want to schedule a meeting with tom for 6pm	schedule_meeting
can you schedule a meeting with james at the office	schedule_meeting
could you please schedule a meeting with carrie and lisa	schedule_meeting
tell me how i can schedule a meeting	schedule_meeting
is there a meeting room available between one and two	schedule_meeting
is it possible to book a meeting room between 10 and 11	schedule_meeting
can you schedule a meeting with steve at the office	schedule_meeting
show me how to schedule a meeting	schedule_meeting
i want to know how do i schedule a meeting	schedule_meeting
i need to schedule a meeting with mae at 5pm	schedule_meeting
tell me how to schedule a meeting	schedule_meeting
get me a meeting with bill for 5:30pm tomorrow	schedule_meeting
where was the last place i had my phone	find_phone
i need help finding my mobile phone	find_phone
can you help me find my lost phone	find_phone
i can't find my phone do you know where it is	find_phone
ai, i lost my phone, help me find it please	find_phone
i need my phone, but can't find it	find_phone
please help me locate my phone	find_phone
i don't know where i left my phone	find_phone
i need to find my phone	find_phone
locate my phone please	find_phone
help me figure out where my cell phone is	find_phone
where can i find my phone	find_phone
help, i cannot find my phone	find_phone
i would like to know where my phone is	find_phone
can you help me find my cellphone	find_phone
do you know where my phone is	find_phone
ai, please help me find my phone	find_phone
can you help me find my cell	find_phone
i lost my phone and need help retrieving it	find_phone
i don't remember where my phone is	find_phone
can you help locate my phone	find_phone
i can't seem to find my phone	find_phone
i am looking for my phone	find_phone
do you know where i left my phone	find_phone
can you call my cellphone	find_phone
please locate my phone	find_phone
i need help figuring out where my phone is	find_phone
do you know where my phone is located now	find_phone
please help me find my cellphone	find_phone
where is my phone now	find_phone
help me locate my phone	find_phone
tell me where my phone is	find_phone
can you tell me where i left my phone	find_phone
locate my phone	find_phone
i seemed to misplaced my phone	find_phone
help me find my cellphone	find_phone
my phone cannot be found	find_phone
where did i put my phone	find_phone
please aid in my searching for my lost phone	find_phone
have you seen my cellphone	find_phone
can you help me find my phone	find_phone
you need to help me find my cellphone	find_phone
i lost my phone	find_phone
who has seen my cellphone	find_phone
ai locate my phone	find_phone
please help me find my phone, because i lost it	find_phone
i have misplaced my phone	find_phone
find my cellphone	find_phone
i lost my phone, can you help me find it	find_phone
can you find my cellphone	find_phone
walk me through the process of getting new insurance	insurance_change
i need to get a new motorcycle insurance plan	insurance_change
how do i alter my insurance policy	insurance_change
how can i find out about new insurance	insurance_change
i need help acquiring new insurance	insurance_change
switch my insurance plan to a new one	insurance_change
what is the protocol for modifying my insurance policy	insurance_change
what are my options for new insurance plans	insurance_change
help me make changes to my insurance policy	insurance_change
i want to get a new car insurance plan	insurance_change
walk me through on how to change my insurance	insurance_change
is new this a good insurance plan for me	insurance_change
how is new insurance gotten	insurance_change
i am thinking of switching to a different insurance plan	insurance_change
i am in need of a switch to my insurance plan	insurance_change
i need to change my insurance to a plan with a lower deductible	insurance_change
find the best life insurance for me	insurance_change
i wish to request a change in insurance plans	insurance_change
i must switch to a new insurance plan	insurance_change
walk me through making changes to my insurance policy	insurance_change
how do i go about changing my insurance to a new low monthly premium plan	insurance_change
i am interested in acquiring new insurance	insurance_change
can you switch me to a new insurance plan	insurance_change
i need to switch to a new insurance plan	insurance_change
can you help me with a new car insurance plan	insurance_change
where do i go to get new insurance	insurance_change
help make changes to my insurance policy	insurance_change
i need to get new insurance, how do i do it	insurance_change
what must i do if i want to adjust my insurance policy	insurance_change
i want to switch my insurance coverage	insurance_change
how do i get new insurance, please	insurance_change
help me change my insurance	insurance_change
aaa insurance start new plan	insurance_change
i would like to alter my insurance plan	insurance_change
i need to make changes to my insurance policy	insurance_change
new insurance is obtainable how	insurance_change
website to start aaa new insurance plan	insurance_change
i'd like a new life insurance plan	insurance_change
i would like to make changes to my insurance policy	insurance_change
i need new insurance but dont know how to get it	insurance_change
help me find new insurance providers	insurance_change
i need a new house insurance plan	insurance_change
could you help me out with a new renters' insurance plan	insurance_change
help me switch to a new insurance plan	insurance_change
i want to shop for new insurance plans	insurance_change
i want to find a new united healthcare plan to get on	insurance_change
help me figure out getting new insurance	insurance_change
connect me with some new insurance	insurance_change
how do i modify my insurance policy	insurance_change
i would like to compare insurance plan options	insurance_change
what are some ways to increase my credit	improve_credit_score
what are some way s i can do to improe my credit score	improve_credit_score
is there a quick way to improve my credit score	improve_credit_score
is it true that opening a new account can decrease your credit score	improve_credit_score
tell me some things i can do to secure my credit rating	improve_credit_score
can i hurt my credit score	improve_credit_score
would late payments hurt my credit	improve_credit_score
what are some steps to building my credit score	improve_credit_score
what are some ways to keep my credit score up	improve_credit_score
how can i go about improving my credit score	improve_credit_score
what methods can i use to improve my credit score	improve_credit_score
so how can i hurt my credit score	improve_credit_score
what can i do to maintain good credit	improve_credit_score
will a loan lower my credit score	improve_credit_score
are there any new harmful things that could affect my credit score	improve_credit_score
can i harm my credit if i miss a car payment	improve_credit_score
give me some ways to build my credit score	improve_credit_score
what's the best way to build credit	improve_credit_score
pull up ways to lower credit score	improve_credit_score
help me build my credit score by showing me some ways on how to	improve_credit_score
what are some of the ways that i can see an improvement in my credit score	improve_credit_score
how can i build credit	improve_credit_score
what steps can i take to make sure my credit score doesn't go down	improve_credit_score
i want to know if opening a new account will decrease my credit score	improve_credit_score
tell me all the ways my credit score can get hurt	improve_credit_score
can you give me some suggestions to go site seeing when i get there	travel_suggestion
can you get me any recommendations for the place i'm traveling to	travel_suggestion
please suggest some fun tourist activities in tokyo	travel_suggestion
i need help with some fun tourist things to do in tokyo	travel_suggestion
could you tell me what fun tourist things i could do in tokyo	travel_suggestion
what should i do for fun in tokyo	travel_suggestion
what do tourists do in tokyo	travel_suggestion
what sites are there to see when in evans	travel_suggestion
what can i do in evans	travel_suggestion
name some things i should do while in evans	travel_suggestion
if i go to evans, what should i do	travel_suggestion
what is there to do in evans	travel_suggestion
what can i do in new orleans for fun	travel_suggestion
what do you recommend to do in vegas	travel_suggestion
is there anything fun to do in berlin	travel_suggestion
find something fun for me to do in dallas	travel_suggestion
what's fun to do in thailand	travel_suggestion
where should i book my next trip	travel_suggestion
what are some hot travel destinations	travel_suggestion
what's a good place to travel to	travel_suggestion
where should i travel to next	travel_suggestion
what's the best place to travel to this time of year	travel_suggestion
when visiting chicago, what things can i do there	travel_suggestion
what are some good restaurants in chicago	travel_suggestion
what are some activities to do in chicago	travel_suggestion
when travelling in chicago, what kinds of attractions should i see	travel_suggestion
what kind of entertainment is available in chicago	travel_suggestion
show me some things to do in gatlinburg	travel_suggestion
what are the main attractions in gatlinburg	travel_suggestion
name the five star attractions in gatlinburg	travel_suggestion
what are some of the attractions in gatlinburg	travel_suggestion
what are the most popular attractions in gatlinburg	travel_suggestion
where should i spend my time off	travel_suggestion
give me some awesome travel destinations	travel_suggestion
what's the best place to just get away from it all	travel_suggestion
what are some tourist sites to see in ann arbor	travel_suggestion
name some tourist things to do in chicago	travel_suggestion
in austin, what are some tourist things to do	travel_suggestion
name some tourist things to do in seattle	travel_suggestion
what are some fun, tourist sites to see in nyc	travel_suggestion
what experiences does kentucky offer	travel_suggestion
what's something interesting to do kentucky	travel_suggestion
what things are there to do in kentucky	travel_suggestion
what could i do for fun in kentucky	travel_suggestion
what does kentucky have to offer for things to do	travel_suggestion
what are the big tourist sites in sweden	travel_suggestion
what are some fun things to do in sweden	travel_suggestion
can you tell me about the best tourist attractions in sweden	travel_suggestion
what are some of sweden's best sights	travel_suggestion
what can i do in nashville	travel_suggestion
help me find things to do in nashville	travel_suggestion
can i do a lot in nashville	travel_suggestion
i need ideas for things to do in nashville	travel_suggestion
do you know of any activities in nashville	travel_suggestion
what are some touristy things to do in boston	travel_suggestion
what kinds of fun things are there in boston for tourists	travel_suggestion
are there any exciting tourist things to do in boston	travel_suggestion
what kinds of fun touristy things are there to do in boston	travel_suggestion
are there any fun tourist things to do in boston	travel_suggestion
what are some fun things i can partake in in atlanta	travel_suggestion
tell me things i can do in chicago	travel_suggestion
provide me with ideas of things we can do in charlotte	travel_suggestion
give me a list of things to do in orlando	travel_suggestion
where should i travel if i want to visit some history museums	travel_suggestion
i'd like some suggestions on where to go on my vacation this year	travel_suggestion
are there any interesting things to do in atlanta, georgia	travel_suggestion
is there anything fun to do in manassas, virginia	travel_suggestion
i want to travel this year but i need some suggestions	travel_suggestion
where should i travel if i want to go to a nice beach	travel_suggestion
give me some ideas on what i can do in seattle for fun	travel_suggestion
what do you suggest for entertainment in tampa, florida	travel_suggestion
what are some fun things to do in butte, montana	travel_suggestion
in portland, what things are there to do	travel_suggestion
what things can i do in portland	travel_suggestion
what are some things i can do in portland	travel_suggestion
what are some things to do in portland	travel_suggestion
what things are there to do in portland	travel_suggestion
what is there to do besides drink in germany	travel_suggestion
what festivals are there to see in paris	travel_suggestion
what fun is there to do in england	travel_suggestion
where is the best winery in the south of france	travel_suggestion
what should i do in france	travel_suggestion
where do you suggest i plan my next vacation	travel_suggestion
what are your best travel suggestions	travel_suggestion
what are some suggestions for places to travel	travel_suggestion
what do people in sioux falls do for fun	travel_suggestion
what's there to do in seattle	travel_suggestion
are there any interesting activities to do in austin	travel_suggestion
where's a good place to go if i want to see mountains	travel_suggestion
what's a nice place to visit a beautiful beach	travel_suggestion
what should i do in bangor	travel_suggestion
what do tourists do for fun in seattle	travel_suggestion
are there any fun tourist activities in australia	travel_suggestion
what's a good use of my time in toronto	travel_suggestion
what can a tourist in denver do	travel_suggestion
what sort of things do people do in new york	travel_suggestion
tell me some things to see in tampa	travel_suggestion
is there anything neat to do in boston	travel_suggestion
what are some interesting things to do in dc	travel_suggestion
what's the funnest thing for a tourist to do in iceland	travel_suggestion
go ahead and roll that 9 sided dice	roll_dice
what do you get when you roll a dice with five sides	roll_dice
ai, go ahead and roll the dice	roll_dice
play vegas baby roll a dice for mama	roll_dice
shoot the dice!	roll_dice
roll dice	roll_dice
i'd like to know how much you get when you roll a ten sided dice	roll_dice
roll a pair of eight sided dice	roll_dice
could you roll the 8 sided dice	roll_dice
can you roll dice	roll_dice
roll a dice	roll_dice
roll a 7 sided dice	roll_dice
role a 10 sided die for me	roll_dice
roll the dice	roll_dice
roll the dice!	roll_dice
go ahead and roll the dice	roll_dice
throw the dice!	roll_dice
help me roll a dice	roll_dice
ai, please roll the dice	roll_dice
roll an eight sided die	roll_dice
go ahead and roll the 6 sided dice for me	roll_dice
the dice need to be rolled	roll_dice
please roll a die now	roll_dice
what do you get if you roll a six sided dice	roll_dice
i need an algorithm to give me the result of rolling one twelve sided die	roll_dice
will you roll a 6 sided dice	roll_dice
when you roll a six sided dice what is the results	roll_dice
i would like the dice to be rolled	roll_dice
can you roll a 6 sided dice	roll_dice
i need you to roll dice now	roll_dice
i want to roll some dice	roll_dice
please roll a 7 sided die	roll_dice
i'd like you to roll dice	roll_dice
please roll a 6 sided dice	roll_dice
will you roll a 4 sided dice	roll_dice
roll a die	roll_dice
tell me the result of a dice roll with five sides	roll_dice
provide a random roll of the dice	roll_dice
could you roll a 6 sided dice	roll_dice
roll this dice	roll_dice
roll a seven sided dice for me	roll_dice
roll them bones!	roll_dice
will you roll a d20	roll_dice
i want you to roll dice	roll_dice
throw the dice	roll_dice
will you roll a 3 sided dice	roll_dice
roll a 6 sided dice for me	roll_dice
please roll the 5 sided dice	roll_dice
go ahead and roll those dice	roll_dice
roll a pair of dice	roll_dice
i didn't hear you please repeat	repeat
please repeat	repeat
i want you to repeat that	repeat
one more time please	repeat
i need you to repeat that	repeat
i need you to please repeat that	repeat
one more time for me please	repeat
i would like that repeated	repeat
just another time please	repeat
say it again please	repeat
i must have you repeat that	repeat
say it again	repeat
i need that repeated	repeat
just one more time	repeat
i want to have that repeated for me	repeat
i want that repeated	repeat
ai what was the question	repeat
ai i didn't hear you	repeat
ai please repeat	repeat
ai could you say that again	repeat
excuse me	repeat
i did not hear you	repeat
i didn't get that, please repeat	repeat
please repeat yourself	repeat
i didn't catch that, please repeat	repeat
can you say that over	repeat
restate the last thing you told me	repeat
repeat what you just said	repeat
i didn't catch that say it again	repeat
what was that last thing you said	repeat
repeat what you just told me	repeat
please say that one more time	repeat
hold on what was that you just said	repeat
repeat that last response	repeat
i need you to repeat that, please	repeat
i did not quite hear you, can you say it again	repeat
can you please repeat that response	repeat
i did not hear you, please repeat	repeat
say it one more time please	repeat
i didn't hear, please say it again	repeat
im sorry can you repeat yourself	repeat
i missed what you said, can you say it again	repeat
i couldn't hear you, can you repeat it	repeat
i didn't hear say it again please	repeat
can you repeat yourself	repeat
i would like you to repeat yourself	repeat
i missed that last one, please repeat	repeat
what was that	repeat
i didn't hear you can you repeat that	repeat
please repeat that phrase	repeat
i missed what you said, please say it again	repeat
can you tell me what you just said	repeat
will you repeat that, please	repeat
could you repeat that, please	repeat
would you repeat that, please	repeat
would you repeat that	repeat
would you please ask the question again	repeat
i am needing for you to say that again	repeat
i need for you to ask the question again	repeat
could you ask the question again	repeat
i am going to need you to say that again	repeat
would you say that again, please	repeat
repeat the question	repeat
i didn't hear what you said	repeat
repeat that please	repeat
i didn't hear you	repeat
i didnt hear what you just said, can you say it again	repeat
may you repeat what you said again	repeat
i didn't hear what you just said, can you repeat it	repeat
i didn't understand what you just said, can you repeat it	repeat
i didnt understand what you just said, can you say it again	repeat
can you say what you just said again	repeat
could you repeat what you just said again	repeat
would you repeat what you just said	repeat
will you please repeat what you said	repeat
what did you just mention	repeat
i need that said again	repeat
i need to know again	repeat
please say it again	repeat
tell me once more	repeat
repeat that again	repeat
replay what you just said	repeat
i missed that, say it again	repeat
could you say that again	repeat
repeat your last message	repeat
say it one more time	repeat
i did not understand say it again	repeat
can you please sat it one more time	repeat
i did not catch that, repeat what you just said	repeat
sorry, i didn't hear you, can you say that gain	repeat
